split,balance,N,classifier,subject,eer,far_at_frr,frr_at_far
random,balanced,10,LDA,s005,0.2890758620689655,0.8968,1.0
random,balanced,10,LDA,s007,0.35901141804788217,0.9007999999999999,1.0
random,balanced,10,LDA,s008,0.3501234200743494,0.8896000000000001,1.0
random,balanced,10,LDA,s010,0.2579182402372714,0.7832000000000001,1.0
random,balanced,10,LDA,s011,0.3052805414551607,0.8328,1.0
random,balanced,10,LDA,s012,0.26210919026328866,0.8768,1.0
random,balanced,10,LDA,s013,0.3076,0.9192,1.0
random,balanced,10,LDA,s015,0.32359493670886075,0.8632,1.0
random,balanced,10,LDA,s016,0.28029707602339177,0.9007999999999999,1.0
random,balanced,10,LDA,s017,0.27564493554327807,0.7576,1.0
random,balanced,10,LDA,s018,0.2968,0.9704,1.0
random,balanced,10,LDA,s019,0.2448,0.7592,1.0
random,balanced,10,LDA,s020,0.3347266540642722,0.9728,1.0
random,balanced,10,LDA,s021,0.32404878048780483,0.8512000000000001,1.0
random,balanced,10,LDA,s022,0.14832974910394267,0.7344,1.0
random,balanced,10,LDA,s024,0.2616187060595419,0.7472,1.0
random,balanced,10,LDA,s025,0.24641524211864363,0.716,1.0
random,balanced,10,LDA,s026,0.3596,0.9112,1.0
random,balanced,10,LDA,s027,0.296541935483871,0.808,1.0
random,balanced,10,LDA,s028,0.23531302701554968,0.8872,1.0
random,balanced,10,LDA,s029,0.248053531598513,0.9192,0.998
random,balanced,10,LDA,s030,0.20040615456437588,0.8648,1.0
random,balanced,10,LDA,s031,0.3517577689243028,0.9728,1.0
random,balanced,10,LDA,s032,0.394,0.9856,1.0
random,balanced,10,LDA,s033,0.13640000000000002,0.8056000000000001,1.0
random,balanced,10,LDA,s034,0.2864,0.9199999999999999,1.0
random,balanced,10,LDA,s035,0.2988,0.8872,1.0
random,balanced,10,LDA,s036,0.2016479294968483,0.9864,1.0
random,balanced,10,LDA,s037,0.3504,0.9303999999999999,1.0
random,balanced,10,LDA,s038,0.30835515695067267,0.9288000000000001,1.0
random,balanced,10,LDA,s039,0.23026964588206825,0.9968,1.0
random,balanced,10,LDA,s040,0.2679347091932458,0.9808,1.0
random,balanced,10,LDA,s041,0.1872,0.9367999999999999,1.0
random,balanced,10,LDA,s042,0.18546174132709067,0.7807999999999999,1.0
random,balanced,10,LDA,s043,0.17860319179158107,0.6359999999999999,1.0
random,balanced,10,LDA,s044,0.2515534790891772,0.9272,1.0
random,balanced,10,LDA,s046,0.30200000000000005,0.9640000000000001,1.0
random,balanced,10,LDA,s047,0.27,0.968,1.0
random,balanced,10,LDA,s048,0.40119999999999995,0.8792,1.0
random,balanced,10,LDA,s049,0.2584,0.992,1.0
random,balanced,10,LDA,s050,0.3980627241416636,0.984,1.0
random,balanced,10,LDA,s051,0.31198032786885244,0.9136,1.0
random,balanced,10,LDA,s052,0.12550631787672745,0.6256,1.0
random,balanced,10,LDA,s053,0.24936541353383457,0.8224,1.0
random,balanced,10,LDA,s054,0.36982857142857145,0.9495999999999999,1.0
random,balanced,10,LDA,s055,0.30915246800537277,0.6792,1.0
random,balanced,10,LDA,s056,0.2919672915100517,0.9288000000000001,1.0
random,balanced,10,LDA,s057,0.31165643514384433,0.852,1.0
random,balanced,10,Threshold,s002,0.2576,0.884,0.616
random,balanced,10,Threshold,s003,0.20799999999999996,0.8816,0.504
random,balanced,10,Threshold,s004,0.1456,0.7312000000000001,0.546
random,balanced,10,Threshold,s005,0.08319999999999998,0.9488,0.192
random,balanced,10,Threshold,s007,0.176,0.8151999999999999,0.6359999999999999
random,balanced,10,Threshold,s008,0.1816,0.7375999999999999,0.52
random,balanced,10,Threshold,s010,0.09240000000000001,0.5376,0.17400000000000002
random,balanced,10,Threshold,s011,0.1792,0.7392000000000001,0.518
random,balanced,10,Threshold,s012,0.162,0.8799999999999999,0.38
random,balanced,10,Threshold,s013,0.1336,0.6783999999999999,0.32599999999999996
random,balanced,10,Threshold,s015,0.1736,0.8256,0.74
random,balanced,10,Threshold,s016,0.11679999999999999,0.8904,0.316
random,balanced,10,Threshold,s017,0.05800000000000003,0.43360000000000004,0.13399999999999998
random,balanced,10,Threshold,s018,0.27240000000000003,0.9207999999999998,0.6359999999999999
random,balanced,10,Threshold,s019,0.0988,0.8855999999999999,0.152
random,balanced,10,Threshold,s020,0.27,0.9623999999999999,0.8019999999999999
random,balanced,10,Threshold,s021,0.17440000000000003,0.9400000000000001,0.384
random,balanced,10,Threshold,s022,0.06799999999999999,0.8815999999999999,0.168
random,balanced,10,Threshold,s024,0.07919999999999998,0.47759999999999997,0.21800000000000003
random,balanced,10,Threshold,s025,0.11839999999999999,0.9056000000000001,0.184
random,balanced,10,Threshold,s026,0.15839999999999999,0.808,0.36999999999999994
random,balanced,10,Threshold,s027,0.142,0.8911999999999999,0.292
random,balanced,10,Threshold,s028,0.06039999999999999,0.532,0.20800000000000002
random,balanced,10,Threshold,s029,0.136,0.7367999999999999,0.30200000000000005
random,balanced,10,Threshold,s030,0.1652,0.9911999999999999,0.33799999999999997
random,balanced,10,Threshold,s031,0.22519999999999998,0.9776,0.65
random,balanced,10,Threshold,s032,0.29800000000000004,0.9544,0.8159999999999998
random,balanced,10,Threshold,s033,0.1416,0.9559999999999998,0.372
random,balanced,10,Threshold,s034,0.20519999999999997,0.9184000000000001,0.5820000000000001
random,balanced,10,Threshold,s035,0.2116,0.9495999999999999,0.51
random,balanced,10,Threshold,s036,0.03800000000000003,0.2696,0.06600000000000002
random,balanced,10,Threshold,s037,0.2048,0.8792,0.6620000000000001
random,balanced,10,Threshold,s038,0.1668,0.9560000000000001,0.32999999999999996
random,balanced,10,Threshold,s039,0.124,0.9583999999999999,0.21200000000000002
random,balanced,10,Threshold,s040,0.18600000000000003,0.9592,0.434
random,balanced,10,Threshold,s041,0.21199999999999997,0.9583999999999999,0.46799999999999997
random,balanced,10,Threshold,s042,0.07999999999999999,0.9024000000000001,0.13799999999999998
random,balanced,10,Threshold,s043,0.045200000000000004,0.5311999999999999,0.11800000000000002
random,balanced,10,Threshold,s044,0.11720000000000001,0.9743999999999999,0.266
random,balanced,10,Threshold,s046,0.2312,0.9640000000000001,0.602
random,balanced,10,Threshold,s047,0.2628,0.9663999999999999,0.6460000000000001
random,balanced,10,Threshold,s048,0.14720000000000003,0.7368,0.328
random,balanced,10,Threshold,s049,0.1432,0.9888,0.304
random,balanced,10,Threshold,s050,0.2104,0.8904,0.556
random,balanced,10,Threshold,s051,0.19360000000000002,0.7615999999999998,0.78
random,balanced,10,Threshold,s052,0.0712,0.8096,0.092
random,balanced,10,Threshold,s053,0.10800000000000001,0.6624000000000001,0.248
random,balanced,10,Threshold,s054,0.1416,0.9423999999999999,0.522
random,balanced,10,Threshold,s055,0.05560000000000002,0.5104,0.08599999999999997
random,balanced,10,Threshold,s056,0.176,0.892,0.502
random,balanced,10,Threshold,s057,0.23079999999999998,0.7872,0.704
random,balanced,10,Linear SVM,s002,0.3136,0.9023999999999999,0.99
random,balanced,10,Linear SVM,s003,0.128,0.6896,0.752
random,balanced,10,Linear SVM,s004,0.1508,0.6863999999999999,0.9620000000000001
random,balanced,10,Linear SVM,s005,0.15920000000000004,0.396,0.992
random,balanced,10,Linear SVM,s007,0.22560000000000002,0.7240000000000001,0.95
random,balanced,10,Linear SVM,s008,0.2028,0.784,0.984
random,balanced,10,Linear SVM,s010,0.1004,0.528,0.79
random,balanced,10,Linear SVM,s011,0.1316,0.5096,0.7959999999999999
random,balanced,10,Linear SVM,s012,0.06999999999999998,0.28640000000000004,0.688
random,balanced,10,Linear SVM,s013,0.13,0.6296,0.702
random,balanced,10,Linear SVM,s015,0.1688,0.8608,0.8459999999999999
random,balanced,10,Linear SVM,s016,0.17600000000000002,0.5247999999999999,0.962
random,balanced,10,Linear SVM,s017,0.096,0.3064,0.63
random,balanced,10,Linear SVM,s018,0.1936,0.9208000000000001,0.808
random,balanced,10,Linear SVM,s019,0.1152,0.3344,0.982
random,balanced,10,Linear SVM,s020,0.1988,0.9136000000000001,0.8720000000000001
random,balanced,10,Linear SVM,s021,0.15240000000000004,0.744,0.9359999999999999
random,balanced,10,Linear SVM,s022,0.0496,0.055999999999999994,0.826
random,balanced,10,Linear SVM,s024,0.11080000000000001,0.2976,0.906
random,balanced,10,Linear SVM,s025,0.0764,0.3592,0.9540000000000001
random,balanced,10,Linear SVM,s026,0.28759999999999997,0.7576,0.992
random,balanced,10,Linear SVM,s027,0.11680000000000001,0.5367999999999999,0.858
random,balanced,10,Linear SVM,s028,0.09239999999999997,0.5975999999999999,0.7300000000000001
random,balanced,10,Linear SVM,s029,0.156,0.8559999999999999,0.8880000000000001
random,balanced,10,Linear SVM,s030,0.1436,0.6056,0.962
random,balanced,10,Linear SVM,s031,0.2792,0.7744,0.9799999999999999
random,balanced,10,Linear SVM,s032,0.3032,0.9496,0.99
random,balanced,10,Linear SVM,s033,0.0536,0.23359999999999997,0.698
random,balanced,10,Linear SVM,s034,0.1716,0.8648,0.734
random,balanced,10,Linear SVM,s035,0.1572,0.8128,0.7979999999999999
random,balanced,10,Linear SVM,s036,0.009600000000000001,0.011200000000000002,0.134
random,balanced,10,Linear SVM,s037,0.258,0.8896000000000001,0.9899999999999999
random,balanced,10,Linear SVM,s038,0.13199999999999998,0.9336,0.9099999999999999
random,balanced,10,Linear SVM,s039,0.1652,0.9975999999999999,0.982
random,balanced,10,Linear SVM,s040,0.1156,0.276,0.9239999999999998
random,balanced,10,Linear SVM,s041,0.08359999999999998,0.46399999999999997,0.66
random,balanced,10,Linear SVM,s042,0.0708,0.6768,0.65
random,balanced,10,Linear SVM,s043,0.0536,0.0728,0.9640000000000001
random,balanced,10,Linear SVM,s044,0.1256,0.3008,0.9720000000000001
random,balanced,10,Linear SVM,s046,0.19960000000000003,0.8208,0.9019999999999999
random,balanced,10,Linear SVM,s047,0.1488,0.6352,0.966
random,balanced,10,Linear SVM,s048,0.1832,0.7696000000000001,0.884
random,balanced,10,Linear SVM,s049,0.0796,0.3952,0.614
random,balanced,10,Linear SVM,s050,0.242,0.9384,0.99
random,balanced,10,Linear SVM,s051,0.14479999999999998,0.6872,0.588
random,balanced,10,Linear SVM,s052,0.02280000000000001,0.34080000000000005,0.238
random,balanced,10,Linear SVM,s053,0.06559999999999999,0.5152,0.27599999999999997
random,balanced,10,Linear SVM,s054,0.25599999999999995,0.8960000000000001,0.9879999999999999
random,balanced,10,Linear SVM,s055,0.08,0.3776,0.422
random,balanced,10,Linear SVM,s056,0.1708,0.8664,0.898
random,balanced,10,Linear SVM,s057,0.1576,0.7088000000000001,0.8919999999999998
random,balanced,10,MLP,s002,0.40800000000000003,0.8695999999999998,0.992
random,balanced,10,MLP,s003,0.2304,0.9064,0.796
random,balanced,10,MLP,s004,0.2972,0.8855999999999999,0.9879999999999999
random,balanced,10,MLP,s005,0.2004,0.7687999999999999,0.7859999999999999
random,balanced,10,MLP,s007,0.37559999999999993,0.8528,0.994
random,balanced,10,MLP,s008,0.28959999999999997,0.788,0.97
random,balanced,10,MLP,s010,0.17279999999999998,0.7248,0.798
random,balanced,10,MLP,s011,0.1972,0.9192,0.8160000000000001
random,balanced,10,MLP,s012,0.33599999999999997,0.9743999999999999,0.966
random,balanced,10,MLP,s013,0.45039999999999997,0.8904,0.998
random,balanced,10,MLP,s015,0.22599999999999998,0.9568,0.8099999999999999
random,balanced,10,MLP,s016,0.308,0.8488,0.97
random,balanced,10,MLP,s017,0.1636,0.5816,0.7459999999999999
random,balanced,10,MLP,s018,0.5064,0.968,0.9940000000000001
random,balanced,10,MLP,s019,0.27599999999999997,0.6424000000000001,0.9800000000000001
random,balanced,10,MLP,s020,0.29400000000000004,0.9576,0.9880000000000001
random,balanced,10,MLP,s021,0.36760000000000004,0.9296,0.984
random,balanced,10,MLP,s022,0.0888,0.36239999999999994,0.9359999999999999
random,balanced,10,MLP,s024,0.21439999999999998,0.6688,0.968
random,balanced,10,MLP,s025,0.26199999999999996,0.8928,0.992
random,balanced,10,MLP,s026,0.29399999999999993,0.8904,0.9860000000000001
random,balanced,10,MLP,s027,0.2712,0.8959999999999999,0.8640000000000001
random,balanced,10,MLP,s028,0.1968,0.8712,0.8859999999999999
random,balanced,10,MLP,s029,0.2848,0.8991999999999999,0.982
random,balanced,10,MLP,s030,0.2792,0.8008,0.9640000000000001
random,balanced,10,MLP,s031,0.35879999999999995,0.8512000000000001,0.992
random,balanced,10,MLP,s032,0.4704,0.9504000000000001,0.968
random,balanced,10,MLP,s033,0.1824,0.6456,0.866
random,balanced,10,MLP,s034,0.40519999999999995,0.9640000000000001,0.982
random,balanced,10,MLP,s035,0.2552,0.7512000000000001,0.9880000000000001
random,balanced,10,MLP,s036,0.03640000000000001,0.22959999999999997,0.166
random,balanced,10,MLP,s037,0.3452,0.8728,0.9800000000000001
random,balanced,10,MLP,s038,0.1356,0.8416,0.6799999999999999
random,balanced,10,MLP,s039,0.32599999999999996,0.9512,0.9199999999999999
random,balanced,10,MLP,s040,0.1936,0.7208,0.8460000000000001
random,balanced,10,MLP,s041,0.2564,0.9751999999999998,0.9
random,balanced,10,MLP,s042,0.2744,0.7248000000000001,0.9199999999999999
random,balanced,10,MLP,s043,0.08880000000000002,0.36079999999999995,0.9620000000000001
random,balanced,10,MLP,s044,0.18719999999999998,0.6624000000000001,0.958
random,balanced,10,MLP,s046,0.324,0.9119999999999999,0.974
random,balanced,10,MLP,s047,0.3584,0.9783999999999999,0.968
random,balanced,10,MLP,s048,0.3664,0.9232000000000001,0.976
random,balanced,10,MLP,s049,0.1628,0.9064,0.766
random,balanced,10,MLP,s050,0.392,0.9176,0.994
random,balanced,10,MLP,s051,0.27040000000000003,0.8055999999999999,0.9019999999999999
random,balanced,10,MLP,s052,0.12400000000000003,0.692,0.6300000000000001
random,balanced,10,MLP,s053,0.2024,0.8311999999999999,0.6439999999999999
random,balanced,10,MLP,s054,0.3627999999999999,0.9800000000000001,0.9960000000000001
random,balanced,10,MLP,s055,0.1932,0.6904,0.6980000000000001
random,balanced,10,MLP,s056,0.44399999999999995,0.9431999999999998,0.998
random,balanced,10,MLP,s057,0.23879999999999998,0.8368,0.9259999999999999
random,balanced,50,k-NN,s002,0.16291250101123403,0.7248,1.0
random,balanced,50,k-NN,s003,0.10187593652009701,0.752,1.0
random,balanced,50,k-NN,s004,0.10347501986122687,0.6752,0.852
random,balanced,50,k-NN,s005,0.07333829295286887,0.45280000000000004,1.0
random,balanced,50,k-NN,s007,0.14606168903311922,0.7615999999999999,1.0
random,balanced,50,k-NN,s008,0.14316756510872453,0.656,1.0
random,balanced,50,k-NN,s010,0.07897805883658889,0.5224,0.826
random,balanced,50,k-NN,s011,0.0958064826528976,0.8775999999999999,0.868
random,balanced,50,k-NN,s012,0.06541087801087801,0.8320000000000001,1.0
random,balanced,50,k-NN,s013,0.10712478538019969,0.7976,1.0
random,balanced,50,k-NN,s015,0.13513969557738398,0.7744,0.9099999999999999
random,balanced,50,k-NN,s016,0.07962229806222579,0.4288,1.0
random,balanced,50,k-NN,s017,0.08061223025536503,0.5791999999999999,1.0
random,balanced,50,k-NN,s018,0.1344944461659387,0.8752000000000001,0.898
random,balanced,50,k-NN,s019,0.06363405922280459,0.4408,1.0
random,balanced,50,k-NN,s020,0.13466797569302374,0.9071999999999999,1.0
random,balanced,50,k-NN,s021,0.1336111137099869,0.7728,1.0
random,balanced,50,k-NN,s022,0.04927106356012057,0.064,1.0
random,balanced,50,k-NN,s024,0.08497307026652823,0.44320000000000004,1.0
random,balanced,50,k-NN,s025,0.06789097363083166,0.6767999999999998,1.0
random,balanced,50,k-NN,s026,0.19183127968346156,0.6215999999999999,1.0
random,balanced,50,k-NN,s027,0.08368855605301764,0.6224,1.0
random,balanced,50,k-NN,s028,0.08784253444988124,0.4640000000000001,1.0
random,balanced,50,k-NN,s029,0.13399194683375232,0.8704000000000001,1.0
random,balanced,50,k-NN,s030,0.11892499524619696,0.9352,1.0
random,balanced,50,k-NN,s031,0.1937639087823338,0.7736000000000001,1.0
random,balanced,50,k-NN,s032,0.23098466146370264,0.9648,1.0
random,balanced,50,k-NN,s033,0.0617854584639024,0.3088,1.0
random,balanced,50,k-NN,s034,0.12550851923490222,0.9199999999999999,0.882
random,balanced,50,k-NN,s035,0.10890078406864523,0.5943999999999999,0.884
random,balanced,50,k-NN,s036,0.019721694257653136,0.21600000000000003,0.8019999999999999
random,balanced,50,k-NN,s037,0.13376219050446658,0.7864,1.0
random,balanced,50,k-NN,s038,0.08826698121422383,0.8144,1.0
random,balanced,50,k-NN,s039,0.11988156318809198,0.7432000000000001,1.0
random,balanced,50,k-NN,s040,0.06282459061500592,0.5208,0.8400000000000001
random,balanced,50,k-NN,s041,0.08792007378141747,0.6856,0.8779999999999999
random,balanced,50,k-NN,s042,0.06235416893009332,0.6984,0.812
random,balanced,50,k-NN,s043,0.04165355391541525,0.28159999999999996,1.0
random,balanced,50,k-NN,s044,0.0887037346102508,0.2464,1.0
random,balanced,50,k-NN,s046,0.1510807544960612,0.7504000000000002,1.0
random,balanced,50,k-NN,s047,0.0973386521656914,0.8719999999999999,0.752
random,balanced,50,k-NN,s048,0.13856725500491404,0.796,1.0
random,balanced,50,k-NN,s049,0.07213031228557691,0.47520000000000007,1.0
random,balanced,50,k-NN,s050,0.16433989377189512,0.768,1.0
random,balanced,50,k-NN,s051,0.10150099316172356,0.5928000000000001,1.0
random,balanced,50,k-NN,s052,0.014993778330044621,0.42800000000000005,0.41200000000000003
random,balanced,50,k-NN,s053,0.05705301294620022,0.8384,0.678
random,balanced,50,k-NN,s054,0.15005354536874052,1.0,1.0
random,balanced,50,k-NN,s055,0.054434051201876096,0.6856,1.0
random,balanced,50,k-NN,s056,0.137518417425528,0.7648,0.8879999999999999
random,balanced,50,k-NN,s057,0.13940723139296995,0.4848,1.0
random,balanced,50,LDA,s002,0.21600000000000003,0.8392,0.986
random,balanced,50,LDA,s003,0.08880000000000002,0.46240000000000003,0.666
random,balanced,50,LDA,s004,0.09119999999999998,0.6384000000000001,0.736
random,balanced,50,LDA,s005,0.13,0.5176,0.976
random,balanced,50,LDA,s007,0.1612,0.46799999999999997,0.8859999999999999
random,balanced,50,LDA,s008,0.17959999999999998,0.6376000000000001,0.946
random,balanced,50,LDA,s010,0.09,0.3328,0.908
random,balanced,50,LDA,s011,0.1008,0.5392,0.752
random,balanced,50,LDA,s012,0.07520000000000002,0.4128,0.764
random,balanced,50,LDA,s013,0.09639999999999997,0.548,0.788
random,balanced,50,LDA,s015,0.16720000000000004,0.8272,0.852
random,balanced,50,LDA,s016,0.09119999999999999,0.2968,0.806
random,balanced,50,LDA,s017,0.1204,0.4152,0.9879999999999999
random,balanced,50,LDA,s018,0.12520000000000003,0.7632000000000001,0.76
random,balanced,50,LDA,s019,0.0816,0.5976,0.826
random,balanced,50,LDA,s020,0.1428,0.6192,0.8480000000000001
random,balanced,50,LDA,s021,0.1264,0.6119999999999999,0.874
random,balanced,50,LDA,s022,0.03280000000000001,0.24320000000000003,0.8019999999999999
random,balanced,50,LDA,s024,0.06759999999999998,0.3824,0.852
random,balanced,50,LDA,s025,0.06359999999999999,0.2688,0.796
random,balanced,50,LDA,s026,0.1888,0.5536,0.968
random,balanced,50,LDA,s027,0.082,0.4968,0.624
random,balanced,50,LDA,s028,0.07199999999999998,0.5608,0.6
random,balanced,50,LDA,s029,0.10799999999999998,0.5744,0.874
random,balanced,50,LDA,s030,0.076,0.6952,0.6620000000000001
random,balanced,50,LDA,s031,0.2088,0.9023999999999999,0.916
random,balanced,50,LDA,s032,0.20800000000000002,0.9456,0.9640000000000001
random,balanced,50,LDA,s033,0.0268,0.0536,0.2799999999999999
random,balanced,50,LDA,s034,0.10639999999999998,0.7968,0.734
random,balanced,50,LDA,s035,0.0828,0.36480000000000007,0.41
random,balanced,50,LDA,s036,0.02520000000000001,0.21600000000000003,0.346
random,balanced,50,LDA,s037,0.14320000000000002,0.6136,0.974
random,balanced,50,LDA,s038,0.07919999999999999,0.7224,0.876
random,balanced,50,LDA,s039,0.07600000000000001,0.564,0.5299999999999999
random,balanced,50,LDA,s040,0.064,0.4032,0.734
random,balanced,50,LDA,s041,0.04640000000000001,0.27359999999999995,0.308
random,balanced,50,LDA,s042,0.05760000000000002,0.6032,0.612
random,balanced,50,LDA,s043,0.032000000000000015,0.2528,0.586
random,balanced,50,LDA,s044,0.10919999999999999,0.6136,0.9360000000000002
random,balanced,50,LDA,s046,0.1224,0.7312000000000001,0.776
random,balanced,50,LDA,s047,0.08720000000000001,0.6952,0.7979999999999999
random,balanced,50,LDA,s048,0.14920000000000003,0.7424,0.93
random,balanced,50,LDA,s049,0.062,0.8311999999999999,0.49799999999999994
random,balanced,50,LDA,s050,0.1468,0.764,0.9399999999999998
random,balanced,50,LDA,s051,0.1316,0.5888,0.7940000000000002
random,balanced,50,LDA,s052,0.018000000000000013,0.26639999999999997,0.06999999999999999
random,balanced,50,LDA,s053,0.05400000000000001,0.47440000000000004,0.576
random,balanced,50,LDA,s054,0.1592,0.9336,0.95
random,balanced,50,LDA,s055,0.059199999999999996,0.2496,0.624
random,balanced,50,LDA,s056,0.09839999999999997,0.5336000000000001,0.6819999999999999
random,balanced,50,LDA,s057,0.1224,0.572,0.708
random,balanced,50,Threshold,s002,0.22479999999999997,0.9048,0.558
random,balanced,50,Threshold,s003,0.194,0.7688,0.504
random,balanced,50,Threshold,s004,0.11639999999999999,0.7688,0.442
random,balanced,50,Threshold,s005,0.07799999999999999,0.9568000000000001,0.156
random,balanced,50,Threshold,s007,0.164,0.7216,0.6199999999999999
random,balanced,50,Threshold,s008,0.164,0.6639999999999999,0.49000000000000005
random,balanced,50,Threshold,s010,0.08159999999999998,0.4648,0.13399999999999998
random,balanced,50,Threshold,s011,0.15560000000000002,0.7392000000000001,0.46399999999999997
random,balanced,50,Threshold,s012,0.1172,0.8248000000000001,0.338
random,balanced,50,Threshold,s013,0.11960000000000001,0.6872,0.3
random,balanced,50,Threshold,s015,0.1932,0.78,0.72
random,balanced,50,Threshold,s016,0.08159999999999999,0.8736,0.22400000000000003
random,balanced,50,Threshold,s017,0.04640000000000001,0.3376,0.098
random,balanced,50,Threshold,s018,0.242,0.9144,0.668
random,balanced,50,Threshold,s019,0.09399999999999997,0.9408000000000001,0.134
random,balanced,50,Threshold,s020,0.2652,0.9527999999999999,0.776
random,balanced,50,Threshold,s021,0.1544,0.9288000000000001,0.378
random,balanced,50,Threshold,s022,0.05600000000000001,0.5984,0.12
random,balanced,50,Threshold,s024,0.06720000000000001,0.42800000000000005,0.16599999999999998
random,balanced,50,Threshold,s025,0.08319999999999998,0.8911999999999999,0.144
random,balanced,50,Threshold,s026,0.10400000000000001,0.6776,0.258
random,balanced,50,Threshold,s027,0.12600000000000003,0.7991999999999999,0.21200000000000002
random,balanced,50,Threshold,s028,0.0528,0.3136,0.21399999999999997
random,balanced,50,Threshold,s029,0.1176,0.7360000000000001,0.274
random,balanced,50,Threshold,s030,0.1376,0.9896,0.278
random,balanced,50,Threshold,s031,0.22999999999999998,0.9423999999999999,0.6559999999999999
random,balanced,50,Threshold,s032,0.2992,0.9416,0.874
random,balanced,50,Threshold,s033,0.11279999999999998,0.9416,0.32
random,balanced,50,Threshold,s034,0.19,0.9016,0.6039999999999999
random,balanced,50,Threshold,s035,0.1768,0.8768,0.43599999999999994
random,balanced,50,Threshold,s036,0.03920000000000001,0.12079999999999999,0.05800000000000001
random,balanced,50,Threshold,s037,0.19160000000000002,0.8720000000000001,0.6299999999999999
random,balanced,50,Threshold,s038,0.14920000000000003,0.9143999999999999,0.278
random,balanced,50,Threshold,s039,0.09679999999999998,0.9488,0.17
random,balanced,50,Threshold,s040,0.1628,0.9655999999999999,0.398
random,balanced,50,Threshold,s041,0.1672,0.9023999999999999,0.47400000000000003
random,balanced,50,Threshold,s042,0.06959999999999998,0.8815999999999999,0.09999999999999998
random,balanced,50,Threshold,s043,0.039999999999999994,0.45039999999999997,0.12799999999999997
random,balanced,50,Threshold,s044,0.08799999999999997,0.9136,0.25200000000000006
random,balanced,50,Threshold,s046,0.21799999999999997,0.9751999999999998,0.5399999999999999
random,balanced,50,Threshold,s047,0.2312,0.9463999999999999,0.5980000000000001
random,balanced,50,Threshold,s048,0.1272,0.7256,0.312
random,balanced,50,Threshold,s049,0.138,0.9952,0.31
random,balanced,50,Threshold,s050,0.19679999999999995,0.836,0.534
random,balanced,50,Threshold,s051,0.18639999999999998,0.7744,0.7540000000000001
random,balanced,50,Threshold,s052,0.04640000000000001,0.6288,0.07399999999999998
random,balanced,50,Threshold,s053,0.10119999999999998,0.692,0.21399999999999997
random,balanced,50,Threshold,s054,0.1236,0.9495999999999999,0.426
random,balanced,50,Threshold,s055,0.04800000000000004,0.46480000000000005,0.086
random,balanced,50,Threshold,s056,0.15240000000000004,0.8648,0.538
random,balanced,50,Threshold,s057,0.21079999999999996,0.8064,0.8160000000000001
random,balanced,50,Linear SVM,s002,0.1748,0.8560000000000001,0.984
random,balanced,50,Linear SVM,s003,0.09119999999999998,0.4344,0.532
random,balanced,50,Linear SVM,s004,0.09799999999999999,0.7704000000000001,0.552
random,balanced,50,Linear SVM,s005,0.1132,0.45599999999999996,0.9880000000000001
random,balanced,50,Linear SVM,s007,0.1608,0.6448,0.818
random,balanced,50,Linear SVM,s008,0.1436,0.724,0.842
random,balanced,50,Linear SVM,s010,0.07,0.31520000000000004,0.584
random,balanced,50,Linear SVM,s011,0.0928,0.44960000000000006,0.62
random,balanced,50,Linear SVM,s012,0.06040000000000001,0.3928000000000001,0.6799999999999999
random,balanced,50,Linear SVM,s013,0.08719999999999997,0.5928,0.42799999999999994
random,balanced,50,Linear SVM,s015,0.13920000000000002,0.7951999999999999,0.764
random,balanced,50,Linear SVM,s016,0.088,0.22799999999999998,0.818
random,balanced,50,Linear SVM,s017,0.0568,0.2192,0.524
random,balanced,50,Linear SVM,s018,0.1196,0.748,0.6719999999999999
random,balanced,50,Linear SVM,s019,0.06799999999999999,0.4168,0.8479999999999999
random,balanced,50,Linear SVM,s020,0.1368,0.6136,0.9260000000000002
random,balanced,50,Linear SVM,s021,0.128,0.708,0.868
random,balanced,50,Linear SVM,s022,0.0312,0.0752,0.8320000000000001
random,balanced,50,Linear SVM,s024,0.055200000000000006,0.2704,0.932
random,balanced,50,Linear SVM,s025,0.05080000000000001,0.3552,0.8200000000000001
random,balanced,50,Linear SVM,s026,0.18680000000000002,0.5736000000000001,0.9800000000000001
random,balanced,50,Linear SVM,s027,0.05799999999999998,0.492,0.5199999999999999
random,balanced,50,Linear SVM,s028,0.06320000000000002,0.3368,0.576
random,balanced,50,Linear SVM,s029,0.1016,0.5936,0.768
random,balanced,50,Linear SVM,s030,0.07999999999999999,0.5711999999999999,0.6940000000000001
random,balanced,50,Linear SVM,s031,0.1972,0.7968,0.9460000000000001
random,balanced,50,Linear SVM,s032,0.21199999999999997,0.9288000000000001,0.9480000000000001
random,balanced,50,Linear SVM,s033,0.038400000000000004,0.0624,0.548
random,balanced,50,Linear SVM,s034,0.10559999999999999,0.784,0.626
random,balanced,50,Linear SVM,s035,0.06120000000000002,0.4224,0.40599999999999997
random,balanced,50,Linear SVM,s036,0.0112,0.032,0.06400000000000002
random,balanced,50,Linear SVM,s037,0.14440000000000003,0.7647999999999999,0.954
random,balanced,50,Linear SVM,s038,0.06999999999999998,0.8304,0.6719999999999999
random,balanced,50,Linear SVM,s039,0.0684,0.7192,0.67
random,balanced,50,Linear SVM,s040,0.08119999999999998,0.44480000000000003,0.7419999999999999
random,balanced,50,Linear SVM,s041,0.0576,0.31920000000000004,0.48
random,balanced,50,Linear SVM,s042,0.04560000000000002,0.5432,0.5199999999999999
