split,balance,N,classifier,subject,eer,far_at_frr,frr_at_far
session,fixed,200,Linear SVM,s031,0.1852,0.7072,0.8960000000000001
session,fixed,200,Linear SVM,s032,0.22999999999999998,0.8984,0.9560000000000001
session,fixed,200,Linear SVM,s033,0.02040000000000001,0.0624,0.08600000000000001
session,fixed,200,Linear SVM,s034,0.059199999999999996,0.7232,0.344
session,fixed,200,Linear SVM,s035,0.10399999999999998,0.472,0.502
session,fixed,200,Linear SVM,s036,0.0008,0.0008,0.0
session,fixed,200,Linear SVM,s037,0.13679999999999998,0.3992,0.9420000000000002
session,fixed,200,Linear SVM,s038,0.05840000000000001,0.9872,0.7220000000000001
session,fixed,200,Linear SVM,s039,0.0528,0.6119999999999999,0.532
session,fixed,200,Linear SVM,s040,0.04760000000000001,0.08159999999999999,0.316
session,fixed,200,Linear SVM,s041,0.05200000000000001,0.09519999999999999,0.6739999999999999
session,fixed,200,Linear SVM,s042,0.0156,0.22160000000000002,0.044
session,fixed,200,Linear SVM,s043,0.022400000000000017,0.0408,0.21600000000000003
session,fixed,200,Linear SVM,s044,0.07999999999999999,0.18480000000000002,0.764
session,fixed,200,Linear SVM,s046,0.08919999999999999,0.276,0.8859999999999999
session,fixed,200,Linear SVM,s047,0.0792,0.7584,0.514
session,fixed,200,Linear SVM,s048,0.0892,0.8455999999999999,0.9199999999999999
session,fixed,200,Linear SVM,s049,0.038400000000000004,0.30640000000000006,0.358
session,fixed,200,Linear SVM,s050,0.0968,0.6232,0.7459999999999999
session,fixed,200,Linear SVM,s051,0.057599999999999985,0.5736000000000001,0.506
session,fixed,200,Linear SVM,s052,0.010000000000000009,0.5960000000000001,0.010000000000000009
session,fixed,200,Linear SVM,s053,0.02400000000000002,0.348,0.05600000000000001
session,fixed,200,Linear SVM,s054,0.19839999999999997,0.5888,1.0
session,fixed,200,Linear SVM,s055,0.028000000000000008,0.076,0.05800000000000001
session,fixed,200,Linear SVM,s056,0.05800000000000001,0.3096,0.398
session,fixed,200,Linear SVM,s057,0.118,0.3456,0.7380000000000001
session,fixed,200,MLP,s002,0.3156,0.868,0.8719999999999999
session,fixed,200,MLP,s003,0.04960000000000001,0.1216,0.18
session,fixed,200,MLP,s004,0.08359999999999998,0.18719999999999998,0.39
session,fixed,200,MLP,s005,0.07520000000000002,0.3136,0.9339999999999999
session,fixed,200,MLP,s007,0.11599999999999999,0.9103999999999999,0.756
session,fixed,200,MLP,s008,0.1456,0.4968,0.9019999999999999
session,fixed,200,MLP,s010,0.09679999999999998,0.4272,0.8
session,fixed,200,MLP,s011,0.06599999999999999,0.45760000000000006,0.32600000000000007
session,fixed,200,MLP,s012,0.06200000000000001,0.10880000000000001,0.946
session,fixed,200,MLP,s013,0.1524,0.34879999999999994,0.858
session,fixed,200,MLP,s015,0.08959999999999999,0.404,0.43200000000000005
session,fixed,200,MLP,s016,0.2,0.3888,0.99
session,fixed,200,MLP,s017,0.03680000000000002,0.32239999999999996,0.194
session,fixed,200,MLP,s018,0.1152,0.8280000000000001,0.732
session,fixed,200,MLP,s019,0.0668,0.21760000000000002,0.884
session,fixed,200,MLP,s020,0.17120000000000005,0.5448000000000001,0.994
session,fixed,200,MLP,s021,0.1408,0.8704000000000001,0.8119999999999999
session,fixed,200,MLP,s022,0.029599999999999998,0.0344,0.9920000000000002
session,fixed,200,MLP,s024,0.074,0.1056,0.916
session,fixed,200,MLP,s025,0.0624,0.47119999999999995,0.506
session,fixed,200,MLP,s026,0.2244,0.5352,0.994
session,fixed,200,MLP,s027,0.1068,0.332,0.76
session,fixed,200,MLP,s028,0.05919999999999999,0.17519999999999997,0.7639999999999999
session,fixed,200,MLP,s029,0.14479999999999998,0.5664,0.762
session,fixed,200,MLP,s030,0.041600000000000005,0.132,0.4800000000000001
session,fixed,200,MLP,s031,0.21919999999999998,0.7416,0.9279999999999999
session,fixed,200,MLP,s032,0.21359999999999996,0.9423999999999999,0.8699999999999999
session,fixed,200,MLP,s033,0.044400000000000016,0.0784,0.576
session,fixed,200,MLP,s034,0.09999999999999999,0.6752,0.44400000000000006
session,fixed,200,MLP,s035,0.1276,0.5744,0.5559999999999999
session,fixed,200,MLP,s036,0.0032,0.0032,0.06799999999999999
session,fixed,200,MLP,s037,0.17880000000000001,0.46719999999999995,0.97
session,fixed,200,MLP,s038,0.0576,0.984,0.6940000000000001
session,fixed,200,MLP,s039,0.06599999999999999,0.9408,0.48199999999999993
session,fixed,200,MLP,s040,0.0728,0.1464,0.6859999999999999
session,fixed,200,MLP,s041,0.07599999999999998,0.2,0.79
session,fixed,200,MLP,s042,0.014400000000000005,0.2424,0.08
session,fixed,200,MLP,s043,0.0472,0.05439999999999999,0.9460000000000001
session,fixed,200,MLP,s044,0.08879999999999999,0.1528,0.882
session,fixed,200,MLP,s046,0.0948,0.2016,0.9239999999999998
session,fixed,200,MLP,s047,0.08759999999999998,0.45999999999999996,0.472
session,fixed,200,MLP,s048,0.09559999999999999,0.7096,0.9100000000000001
session,fixed,200,MLP,s049,0.029600000000000015,0.07120000000000001,0.21200000000000002
session,fixed,200,MLP,s050,0.11400000000000002,0.7367999999999999,0.532
session,fixed,200,MLP,s051,0.06440000000000001,0.5055999999999999,0.182
session,fixed,200,MLP,s052,0.014400000000000007,0.11840000000000002,0.026000000000000002
session,fixed,200,MLP,s053,0.02560000000000001,0.4368,0.05600000000000003
session,fixed,200,MLP,s054,0.1848,0.5528000000000001,0.992
session,fixed,200,MLP,s055,0.02880000000000002,0.2,0.04800000000000002
session,fixed,200,MLP,s056,0.06959999999999998,0.29440000000000005,0.626
session,fixed,200,MLP,s057,0.10679999999999998,0.44400000000000006,0.31999999999999995
session,balanced,10,k-NN,s002,0.4101398438916489,0.9736,1.0
session,balanced,10,k-NN,s003,0.19845268408701938,0.4943999999999999,1.0
session,balanced,10,k-NN,s004,0.258635726724163,0.9783999999999999,1.0
session,balanced,10,k-NN,s005,0.12362458555926711,0.43360000000000004,1.0
session,balanced,10,k-NN,s007,0.2659940046777642,0.8775999999999999,0.9879999999999999
session,balanced,10,k-NN,s008,0.23803381844735286,0.76,1.0
session,balanced,10,k-NN,s010,0.15029061307175726,0.43439999999999995,1.0
session,balanced,10,k-NN,s011,0.1466276119534433,0.6488,1.0
session,balanced,10,k-NN,s012,0.14759335669846835,0.6776000000000001,1.0
session,balanced,10,k-NN,s013,0.2110546618123374,0.7104000000000001,0.986
session,balanced,10,k-NN,s015,0.21537023588307283,0.8064,0.99
session,balanced,10,k-NN,s016,0.3416653054509242,0.9231999999999999,0.9780000000000001
session,balanced,10,k-NN,s017,0.12151554436679121,0.5888,1.0
session,balanced,10,k-NN,s018,0.21553957220475867,0.9960000000000001,0.974
session,balanced,10,k-NN,s019,0.14624869806252025,0.6904,1.0
session,balanced,10,k-NN,s020,0.22567393401956073,0.8064,0.9879999999999999
session,balanced,10,k-NN,s021,0.20147194666921853,0.796,0.9800000000000001
session,balanced,10,k-NN,s022,0.03580014487939868,0.2384,0.8039999999999999
session,balanced,10,k-NN,s024,0.09945441495780943,0.3912,1.0
session,balanced,10,k-NN,s025,0.15102641597860597,0.8976,0.812
session,balanced,10,k-NN,s026,0.3070806541587291,0.8640000000000001,1.0
session,balanced,10,k-NN,s027,0.2438262646568417,0.8535999999999999,0.96
session,balanced,10,k-NN,s028,0.1616765287570489,0.5584,1.0
session,balanced,10,k-NN,s029,0.2666819996830985,0.9823999999999999,1.0
session,balanced,10,k-NN,s030,0.06786227821082004,0.4064,0.9800000000000001
session,balanced,10,k-NN,s031,0.34462527372470764,0.9847999999999999,1.0
session,balanced,10,k-NN,s032,0.35714539327523187,1.0,0.9960000000000001
session,balanced,10,k-NN,s033,0.1336750727178918,0.8432000000000001,0.8640000000000001
session,balanced,10,k-NN,s034,0.18961372530490597,0.9576,1.0
session,balanced,10,k-NN,s035,0.29497627091900924,0.8624,0.9960000000000001
session,balanced,10,k-NN,s036,0.023171912799636193,0.0264,0.604
session,balanced,10,k-NN,s037,0.36515196320299936,0.9192,1.0
session,balanced,10,k-NN,s038,0.1535105445010217,0.8535999999999999,1.0
session,balanced,10,k-NN,s039,0.19281379047074737,0.9551999999999999,1.0
session,balanced,10,k-NN,s040,0.13904991464437896,0.6456,0.884
session,balanced,10,k-NN,s041,0.11129850658547528,0.5519999999999999,0.868
session,balanced,10,k-NN,s042,0.13168681655383668,0.7048000000000001,0.99
session,balanced,10,k-NN,s043,0.06484050114338608,0.0912,0.9219999999999999
session,balanced,10,k-NN,s044,0.11603039260799097,0.5296,1.0
session,balanced,10,k-NN,s046,0.235953329530222,0.8455999999999999,1.0
session,balanced,10,k-NN,s047,0.23366552113075373,0.9288000000000001,0.992
session,balanced,10,k-NN,s048,0.22130906512019727,0.7392000000000001,1.0
session,balanced,10,k-NN,s049,0.08938544927052998,0.8375999999999999,1.0
session,balanced,10,k-NN,s050,0.24440818099972997,0.9087999999999999,1.0
session,balanced,10,k-NN,s051,0.28184606877401186,0.9343999999999999,0.998
session,balanced,10,k-NN,s052,0.03918451101666687,0.42400000000000004,1.0
session,balanced,10,k-NN,s053,0.20914985042681233,1.0,1.0
session,balanced,10,k-NN,s054,0.3103333517515639,0.8879999999999999,1.0
session,balanced,10,k-NN,s055,0.17647979896948357,0.7584,1.0
session,balanced,10,k-NN,s056,0.17631271937793366,0.776,0.9259999999999999
session,balanced,10,k-NN,s057,0.2696234714114761,0.7976000000000001,1.0
session,balanced,10,LDA,s002,0.40222979901413825,0.9800000000000001,1.0
session,balanced,10,LDA,s003,0.23525222411508614,0.8023999999999999,1.0
session,balanced,10,LDA,s004,0.2851798699075659,0.8184000000000001,1.0
session,balanced,10,LDA,s005,0.2476,0.9576,1.0
session,balanced,10,LDA,s007,0.374,0.892,1.0
session,balanced,10,LDA,s008,0.3629536950711666,0.8520000000000001,1.0
session,balanced,10,LDA,s010,0.23097031668414925,0.6592,1.0
session,balanced,10,LDA,s011,0.2036481203007519,0.724,1.0
session,balanced,10,LDA,s012,0.29310840423344076,0.7872,1.0
session,balanced,10,LDA,s013,0.292,0.7647999999999999,1.0
session,balanced,10,LDA,s015,0.31511724137931035,0.8208,0.986
session,balanced,10,LDA,s016,0.286,0.7136,1.0
session,balanced,10,LDA,s017,0.30236319018404906,0.8896000000000001,1.0
session,balanced,10,LDA,s018,0.23856620278330015,0.7415999999999999,0.9719999999999999
session,balanced,10,LDA,s019,0.25938317757009355,0.7976,1.0
session,balanced,10,LDA,s020,0.34840577617328516,0.9064,1.0
session,balanced,10,LDA,s021,0.26665736434108533,0.9391999999999999,1.0
session,balanced,10,LDA,s022,0.14325245901639344,0.5048,1.0
session,balanced,10,LDA,s024,0.18766829268292684,0.8664,1.0
session,balanced,10,LDA,s025,0.19813156146179403,0.6975999999999999,1.0
session,balanced,10,LDA,s026,0.3988754868890462,0.9343999999999999,1.0
session,balanced,10,LDA,s027,0.2693785760770533,0.9719999999999999,1.0
session,balanced,10,LDA,s028,0.28145010246715185,0.7792,1.0
session,balanced,10,LDA,s029,0.32880000000000004,0.9023999999999999,1.0
session,balanced,10,LDA,s030,0.2470578862716029,0.828,1.0
session,balanced,10,LDA,s031,0.41079999999999994,0.9536,1.0
session,balanced,10,LDA,s032,0.3908,0.9751999999999998,0.998
session,balanced,10,LDA,s033,0.11640000000000002,0.3872,1.0
session,balanced,10,LDA,s034,0.26959999999999995,0.9359999999999999,1.0
session,balanced,10,LDA,s035,0.3378674102490962,0.9968,1.0
session,balanced,10,LDA,s036,0.13949985722306796,0.45680000000000004,1.0
session,balanced,10,LDA,s037,0.3592100178890877,0.8552,1.0
session,balanced,10,LDA,s038,0.2696,0.8744,1.0
session,balanced,10,LDA,s039,0.18883393958522374,0.9776,1.0
session,balanced,10,LDA,s040,0.19119999999999998,0.7496,1.0
session,balanced,10,LDA,s041,0.20180756649399348,0.7215999999999999,1.0
session,balanced,10,LDA,s042,0.19787173004402886,0.6759999999999999,1.0
session,balanced,10,LDA,s043,0.1508800306550223,0.6359999999999999,1.0
session,balanced,10,LDA,s044,0.2616435643564356,0.9071999999999999,1.0
session,balanced,10,LDA,s046,0.3008,0.8608,1.0
session,balanced,10,LDA,s047,0.36800000000000005,0.952,1.0
session,balanced,10,LDA,s048,0.34841047463175123,0.9096,1.0
session,balanced,10,LDA,s049,0.1814996197718631,0.8736,1.0
session,balanced,10,LDA,s050,0.27069565217391306,0.9743999999999999,1.0
session,balanced,10,LDA,s051,0.28738640776699026,0.9279999999999999,1.0
session,balanced,10,LDA,s052,0.10923689776733254,0.5408000000000001,1.0
session,balanced,10,LDA,s053,0.27212296058886226,0.8719999999999999,1.0
session,balanced,10,LDA,s054,0.37637334543456974,0.8416,1.0
session,balanced,10,LDA,s055,0.2780539545441902,0.7952,1.0
session,balanced,10,LDA,s056,0.3144,0.9071999999999999,1.0
session,balanced,10,LDA,s057,0.2332,0.8039999999999999,1.0
session,balanced,10,Threshold,s002,0.4676,0.8968,0.6699999999999999
session,balanced,10,Threshold,s003,0.3456,0.8752000000000001,0.974
session,balanced,10,Threshold,s004,0.09559999999999999,0.8615999999999999,0.446
session,balanced,10,Threshold,s005,0.05840000000000001,0.6312,0.356
session,balanced,10,Threshold,s007,0.21239999999999998,0.8544,0.8939999999999999
session,balanced,10,Threshold,s008,0.1568,0.7,0.514
session,balanced,10,Threshold,s010,0.04160000000000001,0.3136,0.12400000000000003
session,balanced,10,Threshold,s011,0.2516,0.6952,0.8939999999999999
session,balanced,10,Threshold,s012,0.10399999999999998,0.6272,0.39
session,balanced,10,Threshold,s013,0.12840000000000001,0.6432,0.31799999999999995
session,balanced,10,Threshold,s015,0.2088,0.7575999999999999,0.834
session,balanced,10,Threshold,s016,0.0732,0.37360000000000004,0.46799999999999997
session,balanced,10,Threshold,s017,0.04240000000000002,0.4488,0.092
session,balanced,10,Threshold,s018,0.23879999999999998,0.9952,0.712
session,balanced,10,Threshold,s019,0.05320000000000001,0.4488,0.08999999999999997
session,balanced,10,Threshold,s020,0.258,0.9503999999999999,0.776
session,balanced,10,Threshold,s021,0.1212,0.8576,0.41000000000000003
session,balanced,10,Threshold,s022,0.017200000000000003,0.3136,0.02400000000000002
session,balanced,10,Threshold,s024,0.0656,0.4152,0.192
session,balanced,10,Threshold,s025,0.10039999999999998,0.9224,0.15600000000000003
session,balanced,10,Threshold,s026,0.10719999999999999,0.7112,0.258
session,balanced,10,Threshold,s027,0.09279999999999997,0.8664,0.21800000000000003
session,balanced,10,Threshold,s028,0.0724,0.5904,0.19
session,balanced,10,Threshold,s029,0.1444,0.8103999999999999,0.44399999999999995
session,balanced,10,Threshold,s030,0.152,0.9888,0.376
session,balanced,10,Threshold,s031,0.308,0.9728,0.9359999999999999
session,balanced,10,Threshold,s032,0.38920000000000005,0.9495999999999999,0.974
session,balanced,10,Threshold,s033,0.11839999999999999,0.9144,0.45599999999999996
session,balanced,10,Threshold,s034,0.2696,0.9128000000000001,0.9179999999999999
session,balanced,10,Threshold,s035,0.2572,0.9183999999999999,0.71
session,balanced,10,Threshold,s036,0.0176,0.0472,0.020000000000000018
session,balanced,10,Threshold,s037,0.21559999999999996,0.9087999999999999,0.874
session,balanced,10,Threshold,s038,0.124,0.984,0.22000000000000003
session,balanced,10,Threshold,s039,0.09799999999999999,0.9896,0.18
session,balanced,10,Threshold,s040,0.16720000000000002,0.9864,0.372
session,balanced,10,Threshold,s041,0.1528,0.9208000000000001,0.562
session,balanced,10,Threshold,s042,0.03600000000000003,0.8472,0.038000000000000034
session,balanced,10,Threshold,s043,0.04600000000000002,0.668,0.10199999999999995
session,balanced,10,Threshold,s044,0.08800000000000001,0.7719999999999999,0.294
session,balanced,10,Threshold,s046,0.138,0.9128000000000001,0.528
session,balanced,10,Threshold,s047,0.28240000000000004,0.9888,0.9279999999999999
session,balanced,10,Threshold,s048,0.14240000000000003,0.8656,0.344
session,balanced,10,Threshold,s049,0.0536,0.5671999999999999,0.11599999999999999
session,balanced,10,Threshold,s050,0.17359999999999998,0.9263999999999999,0.5780000000000001
session,balanced,10,Threshold,s051,0.2344,0.7023999999999999,0.9400000000000001
session,balanced,10,Threshold,s052,0.018000000000000016,0.6136,0.020000000000000018
session,balanced,10,Threshold,s053,0.08520000000000001,0.6839999999999999,0.27
session,balanced,10,Threshold,s054,0.11279999999999998,0.8368,0.8559999999999999
session,balanced,10,Threshold,s055,0.054000000000000006,0.4936,0.21200000000000002
session,balanced,10,Threshold,s056,0.14640000000000003,0.6848000000000001,0.714
session,balanced,10,Threshold,s057,0.23879999999999998,0.6888,0.952
session,balanced,10,Linear SVM,s002,0.29,0.944,0.9700000000000001
session,balanced,10,Linear SVM,s003,0.05840000000000002,0.1712,0.332
session,balanced,10,Linear SVM,s004,0.1524,0.9032,0.9480000000000001
session,balanced,10,Linear SVM,s005,0.1476,0.33039999999999997,0.9960000000000001
session,balanced,10,Linear SVM,s007,0.20600000000000002,0.7504000000000001,0.9800000000000001
session,balanced,10,Linear SVM,s008,0.1916,0.7087999999999999,0.952
session,balanced,10,Linear SVM,s010,0.0928,0.3568,0.488
session,balanced,10,Linear SVM,s011,0.0784,0.2848,0.74
session,balanced,10,Linear SVM,s012,0.08639999999999999,0.2232,0.8859999999999999
session,balanced,10,Linear SVM,s013,0.1812,0.7432000000000001,0.858
session,balanced,10,Linear SVM,s015,0.156,0.6984,0.7100000000000001
session,balanced,10,Linear SVM,s016,0.22080000000000002,0.4032,0.9880000000000001
session,balanced,10,Linear SVM,s017,0.0812,0.2872,0.7340000000000001
session,balanced,10,Linear SVM,s018,0.15799999999999997,0.8423999999999999,0.7959999999999999
session,balanced,10,Linear SVM,s019,0.10799999999999998,0.32480000000000003,0.998
session,balanced,10,Linear SVM,s020,0.22000000000000003,0.7192000000000001,0.9259999999999999
session,balanced,10,Linear SVM,s021,0.2032,0.8808,0.99
session,balanced,10,Linear SVM,s022,0.028800000000000003,0.0792,0.8720000000000001
session,balanced,10,Linear SVM,s024,0.07919999999999999,0.352,0.6859999999999999
session,balanced,10,Linear SVM,s025,0.084,0.5008,0.938
session,balanced,10,Linear SVM,s026,0.33999999999999997,0.8320000000000001,0.9960000000000001
session,balanced,10,Linear SVM,s027,0.1592,0.78,0.97
session,balanced,10,Linear SVM,s028,0.092,0.3352,0.938
session,balanced,10,Linear SVM,s029,0.1716,0.6952,0.9899999999999999
session,balanced,10,Linear SVM,s030,0.05559999999999998,0.2888,0.726
session,balanced,10,Linear SVM,s031,0.33680000000000004,0.868,0.992
session,balanced,10,Linear SVM,s032,0.2796,0.9431999999999998,0.984
session,balanced,10,Linear SVM,s033,0.04480000000000001,0.19119999999999998,0.618
session,balanced,10,Linear SVM,s034,0.1264,0.8991999999999999,0.598
session,balanced,10,Linear SVM,s035,0.162,0.9416,0.85
session,balanced,10,Linear SVM,s036,0.0016,0.0016,0.0
session,balanced,10,Linear SVM,s037,0.24359999999999998,0.804,0.99
session,balanced,10,Linear SVM,s038,0.1272,0.9039999999999999,0.86
session,balanced,10,Linear SVM,s039,0.1708,0.992,0.97
session,balanced,10,Linear SVM,s040,0.1156,0.31439999999999996,0.9
session,balanced,10,Linear SVM,s041,0.08479999999999997,0.26559999999999995,0.588
session,balanced,10,Linear SVM,s042,0.0748,0.4064,0.742
session,balanced,10,Linear SVM,s043,0.0448,0.055999999999999994,0.954
session,balanced,10,Linear SVM,s044,0.10479999999999998,0.5416000000000001,0.976
session,balanced,10,Linear SVM,s046,0.17040000000000002,0.5904,0.966
session,balanced,10,Linear SVM,s047,0.1964,0.7976,0.908
session,balanced,10,Linear SVM,s048,0.1488,0.8032,0.9019999999999999
session,balanced,10,Linear SVM,s049,0.0688,0.12,0.774
session,balanced,10,Linear SVM,s050,0.26799999999999996,0.8671999999999999,0.9440000000000002
session,balanced,10,Linear SVM,s051,0.12399999999999997,0.776,0.6460000000000001
session,balanced,10,Linear SVM,s052,0.012400000000000008,0.45680000000000004,0.076
session,balanced,10,Linear SVM,s053,0.06040000000000002,0.664,0.5980000000000001
session,balanced,10,Linear SVM,s054,0.23079999999999998,0.7504,0.9879999999999999
session,balanced,10,Linear SVM,s055,0.026800000000000018,0.3304,0.274
session,balanced,10,Linear SVM,s056,0.1276,0.7008000000000001,0.8899999999999999
session,balanced,10,Linear SVM,s057,0.1764,0.6864,0.908
session,balanced,10,MLP,s002,0.4636,0.8808,0.982
session,balanced,10,MLP,s003,0.2484,0.5256000000000001,0.6679999999999999
session,balanced,10,MLP,s004,0.28959999999999997,0.9279999999999999,0.9179999999999999
session,balanced,10,MLP,s005,0.1728,0.5112,0.974
session,balanced,10,MLP,s007,0.368,0.8944000000000001,0.9940000000000001
session,balanced,10,MLP,s008,0.4444,0.9048,1.0
session,balanced,10,MLP,s010,0.19560000000000002,0.8263999999999999,0.968
session,balanced,10,MLP,s011,0.21280000000000002,0.7832,0.942
session,balanced,10,MLP,s012,0.366,0.764,0.9720000000000001
session,balanced,10,MLP,s013,0.3748,0.9296,0.992
session,balanced,10,MLP,s015,0.3944,0.7872,0.99
session,balanced,10,MLP,s016,0.3208,0.728,0.9960000000000001
session,balanced,10,MLP,s017,0.2032,0.7384000000000001,0.998
session,balanced,10,MLP,s018,0.5124000000000001,0.984,0.9960000000000001
session,balanced,10,MLP,s019,0.22880000000000003,0.7255999999999999,0.9880000000000001
session,balanced,10,MLP,s020,0.39039999999999997,0.9328,0.9960000000000001
session,balanced,10,MLP,s021,0.3571999999999999,0.9400000000000001,0.998
session,balanced,10,MLP,s022,0.0512,0.0744,0.9399999999999998
session,balanced,10,MLP,s024,0.18960000000000002,0.6952,0.9019999999999999
session,balanced,10,MLP,s025,0.3212,0.9632,1.0
session,balanced,10,MLP,s026,0.30999999999999994,0.8423999999999999,0.9800000000000001
session,balanced,10,MLP,s027,0.396,0.8152000000000001,0.998
session,balanced,10,MLP,s028,0.1696,0.788,0.968
session,balanced,10,MLP,s029,0.2948,0.9311999999999999,0.942
session,balanced,10,MLP,s030,0.2404,0.9144,0.9099999999999999
session,balanced,10,MLP,s031,0.4288,0.8728,0.994
session,balanced,10,MLP,s032,0.44800000000000006,0.9704,0.978
session,balanced,10,MLP,s033,0.29359999999999997,0.7224,0.8480000000000001
session,balanced,10,MLP,s034,0.4072,0.9687999999999999,0.984
session,balanced,10,MLP,s035,0.2032,0.7272,0.9179999999999999
session,balanced,10,MLP,s036,0.034800000000000005,0.08879999999999999,0.14800000000000002
session,balanced,10,MLP,s037,0.40919999999999995,0.8888,0.99
session,balanced,10,MLP,s038,0.15519999999999998,0.9655999999999999,0.72
session,balanced,10,MLP,s039,0.4744,0.9448000000000001,0.986
session,balanced,10,MLP,s040,0.2784,0.7176,0.96
session,balanced,10,MLP,s041,0.2272,0.7456,0.8799999999999999
session,balanced,10,MLP,s042,0.21600000000000003,0.6288,0.9880000000000001
session,balanced,10,MLP,s043,0.08359999999999998,0.2592,0.8899999999999999
session,balanced,10,MLP,s044,0.1664,0.7487999999999999,0.9359999999999999
session,balanced,10,MLP,s046,0.2548,0.86,0.966
session,balanced,10,MLP,s047,0.4556,0.9832000000000001,0.9639999999999999
session,balanced,10,MLP,s048,0.21639999999999998,0.8295999999999999,0.9019999999999999
session,balanced,10,MLP,s049,0.11320000000000001,0.47759999999999997,0.794
session,balanced,10,MLP,s050,0.266,0.8656,0.99
session,balanced,10,MLP,s051,0.26799999999999996,0.8416,0.976
session,balanced,10,MLP,s052,0.1516,0.6104,0.9179999999999999
session,balanced,10,MLP,s053,0.24879999999999997,0.8032000000000001,0.8620000000000001
session,balanced,10,MLP,s054,0.3544,0.7904,0.9960000000000001
session,balanced,10,MLP,s055,0.17040000000000002,0.5992,0.9380000000000001
session,balanced,10,MLP,s056,0.32,0.9088,1.0
session,balanced,10,MLP,s057,0.23880000000000004,0.6504,0.7939999999999999
session,balanced,50,k-NN,s002,0.33771402118560123,0.9832000000000001,1.0
session,balanced,50,k-NN,s003,0.08285693649078779,0.2424,1.0
session,balanced,50,k-NN,s004,0.09503374306984415,0.6472,1.0
session,balanced,50,k-NN,s005,0.05502488330952231,0.3472,1.0
session,balanced,50,k-NN,s007,0.1473821608696199,0.8632,1.0
session,balanced,50,k-NN,s008,0.14986615343257534,0.5536000000000001,1.0
session,balanced,50,k-NN,s010,0.05654132132829208,0.5464,1.0
session,balanced,50,k-NN,s011,0.0716477132063339,0.6496000000000001,1.0
session,balanced,50,k-NN,s012,0.11118902109661184,0.4976,1.0
session,balanced,50,k-NN,s013,0.11060837838100421,0.524,1.0
session,balanced,50,k-NN,s015,0.13198613168475312,0.5671999999999999,1.0
session,balanced,50,k-NN,s016,0.2739597606368872,1.0,0.924
session,balanced,50,k-NN,s017,0.05694801831048094,0.3984,0.8140000000000001
session,balanced,50,k-NN,s018,0.12006246694112466,0.8568,0.8939999999999999
session,balanced,50,k-NN,s019,0.05262038349102928,0.7,1.0
session,balanced,50,k-NN,s020,0.1581164943740691,0.9071999999999999,0.942
session,balanced,50,k-NN,s021,0.1588796451133408,0.8232000000000002,0.9
session,balanced,50,k-NN,s022,0.029357647609943915,0.0376,1.0
session,balanced,50,k-NN,s024,0.05992902277758448,0.4880000000000001,1.0
session,balanced,50,k-NN,s025,0.05039833644155563,0.5640000000000001,0.812
session,balanced,50,k-NN,s026,0.1590945185376345,0.5376,1.0
session,balanced,50,k-NN,s027,0.0759129693222381,0.42799999999999994,1.0
session,balanced,50,k-NN,s028,0.08135831218040687,0.44400000000000006,1.0
session,balanced,50,k-NN,s029,0.15051864720104358,0.696,1.0
session,balanced,50,k-NN,s030,0.05100858805588573,0.5328000000000002,0.818
session,balanced,50,k-NN,s031,0.2432724879507487,0.7112,1.0
session,balanced,50,k-NN,s032,0.270897835606252,0.9495999999999999,1.0
session,balanced,50,k-NN,s033,0.038812366703389424,0.4928,0.516
session,balanced,50,k-NN,s034,0.11184242683914913,0.6624000000000001,1.0
session,balanced,50,k-NN,s035,0.1348672739826524,0.7168,0.8960000000000001
session,balanced,50,k-NN,s036,0.00966167561117819,0.404,0.20600000000000002
session,balanced,50,k-NN,s037,0.2633168064776017,0.756,1.0
session,balanced,50,k-NN,s038,0.09406189550301293,0.876,0.8379999999999999
session,balanced,50,k-NN,s039,0.08308941773032774,0.7512000000000001,1.0
session,balanced,50,k-NN,s040,0.07403222734742894,0.35839999999999994,0.8960000000000001
session,balanced,50,k-NN,s041,0.08381442387976296,0.692,1.0
session,balanced,50,k-NN,s042,0.04158502214652592,0.4112,0.806
session,balanced,50,k-NN,s043,0.030483650644984032,0.08399999999999999,1.0
session,balanced,50,k-NN,s044,0.06001735186828355,0.36,1.0
session,balanced,50,k-NN,s046,0.14522019453756113,0.7576,1.0
session,balanced,50,k-NN,s047,0.13297791372337237,0.7664000000000001,0.858
session,balanced,50,k-NN,s048,0.11305899558620394,0.7112,1.0
session,balanced,50,k-NN,s049,0.028794542886438117,0.2312,0.8400000000000001
session,balanced,50,k-NN,s050,0.16527108128178988,0.8103999999999999,1.0
session,balanced,50,k-NN,s051,0.11601976795566298,0.5272,1.0
session,balanced,50,k-NN,s052,0.0210351000401118,0.6448,0.6039999999999999
session,balanced,50,k-NN,s053,0.03619671194009046,0.5576,0.8099999999999999
session,balanced,50,k-NN,s054,0.1779883790957537,0.8008000000000001,1.0
session,balanced,50,k-NN,s055,0.0699340189585016,0.5312,1.0
session,balanced,50,k-NN,s056,0.08642906801325435,0.5608,0.952
session,balanced,50,k-NN,s057,0.14795692418583292,0.624,1.0
session,balanced,50,LDA,s002,0.21399999999999997,0.9328,0.962
session,balanced,50,LDA,s003,0.04600000000000003,0.27599999999999997,0.308
session,balanced,50,LDA,s004,0.0992,0.56,0.6739999999999999
session,balanced,50,LDA,s005,0.11839999999999999,0.3576,0.93
session,balanced,50,LDA,s007,0.16919999999999996,0.812,0.924
