seed,subject,classifier,pca_components,eer_pct
2,32,LDA,40,0.0
2,32,k-NN,80,0.0
2,32,LDA,80,0.0
2,32,k-NN,150,0.0
2,32,LDA,150,0.5128205128205132
2,33,k-NN,10,1.4285714285714275
2,33,LDA,10,0.0
2,33,k-NN,20,0.0
2,33,LDA,20,0.0
2,33,k-NN,40,0.0
2,33,LDA,40,0.0
2,33,k-NN,80,0.0
2,33,LDA,80,0.0
2,33,k-NN,150,0.0
2,33,LDA,150,0.0
2,34,k-NN,10,0.0
2,34,LDA,10,1.5384615384615385
2,34,k-NN,20,0.0
2,34,LDA,20,0.0
2,34,k-NN,40,0.0
2,34,LDA,40,0.0
2,34,k-NN,80,0.0
2,34,LDA,80,0.0
2,34,k-NN,150,0.0
2,34,LDA,150,0.0
2,35,k-NN,10,17.105263157894733
2,35,LDA,10,23.076923076923077
2,35,k-NN,20,16.7381974248927
2,35,LDA,20,12.307692307692308
2,35,k-NN,40,0.508474576271188
2,35,LDA,40,0.0
2,35,k-NN,80,0.0
2,35,LDA,80,0.0
2,35,k-NN,150,0.0
2,35,LDA,150,0.0
2,36,k-NN,10,0.0
2,36,LDA,10,7.6923076923076925
2,36,k-NN,20,0.0
2,36,LDA,20,2.564102564102564
2,36,k-NN,40,0.0
2,36,LDA,40,0.0
2,36,k-NN,80,0.0
2,36,LDA,80,0.0
2,36,k-NN,150,0.0
2,36,LDA,150,0.0
2,37,k-NN,10,3.0188679245283017
2,37,LDA,10,2.564102564102564
2,37,k-NN,20,2.962962962962965
2,37,LDA,20,2.0512820512820515
2,37,k-NN,40,2.500000000000001
2,37,LDA,40,3.076923076923077
2,37,k-NN,80,2.962962962962965
2,37,LDA,80,1.025641025641025
2,37,k-NN,150,2.000000000000001
2,37,LDA,150,0.0
2,38,k-NN,10,2.3255813953488365
2,38,LDA,10,11.282051282051283
2,38,k-NN,20,2.3255813953488365
2,38,LDA,20,2.0512820512820515
2,38,k-NN,40,2.3255813953488365
2,38,LDA,40,2.0512820512820515
2,38,k-NN,80,1.4634146341463423
2,38,LDA,80,0.0
2,38,k-NN,150,1.8604651162790697
2,38,LDA,150,1.025641025641025
2,39,k-NN,10,1.9047619047619055
2,39,LDA,10,4.615384615384616
2,39,k-NN,20,0.9756097560975601
2,39,LDA,20,0.5128205128205132
2,39,k-NN,40,0.0
2,39,LDA,40,0.0
2,39,k-NN,80,0.0
2,39,LDA,80,0.0
2,39,k-NN,150,0.0
2,39,LDA,150,0.0
2,40,k-NN,10,29.1044776119403
2,40,LDA,10,21.025641025641026
2,40,k-NN,20,29.1044776119403
2,40,LDA,20,39.48717948717949
2,40,k-NN,40,29.1044776119403
2,40,LDA,40,22.564102564102566
2,40,k-NN,80,29.21348314606742
2,40,LDA,80,20.0
2,40,k-NN,150,29.21348314606742
2,40,LDA,150,28.717948717948715
3,1,k-NN,10,16.7381974248927
3,1,LDA,10,0.0
3,1,k-NN,20,16.7381974248927
3,1,LDA,20,0.0
3,1,k-NN,40,0.5063291139240491
3,1,LDA,40,0.0
3,1,k-NN,80,0.5000000000000002
3,1,LDA,80,0.0
3,1,k-NN,150,16.7381974248927
3,1,LDA,150,0.5128205128205132
3,2,k-NN,10,0.0
3,2,LDA,10,0.5128205128205132
3,2,k-NN,20,0.0
3,2,LDA,20,0.0
3,2,k-NN,40,0.0
3,2,LDA,40,0.0
3,2,k-NN,80,0.0
3,2,LDA,80,0.0
3,2,k-NN,150,0.0
3,2,LDA,150,0.0
3,3,k-NN,10,7.017543859649122
3,3,LDA,10,15.384615384615385
3,3,k-NN,20,5.581395348837212
3,3,LDA,20,1.025641025641025
3,3,k-NN,40,4.285714285714284
3,3,LDA,40,0.0
3,3,k-NN,80,4.545454545454546
3,3,LDA,80,0.0
3,3,k-NN,150,3.0434782608695645
3,3,LDA,150,0.0
3,4,k-NN,10,4.8387096774193585
3,4,LDA,10,9.230769230769232
3,4,k-NN,20,17.410714285714285
3,4,LDA,20,5.128205128205128
3,4,k-NN,40,17.410714285714285
3,4,LDA,40,0.0
3,4,k-NN,80,3.829787234042553
3,4,LDA,80,0.0
3,4,k-NN,150,3.5555555555555562
3,4,LDA,150,0.0
3,5,k-NN,10,2.975206611570248
3,5,LDA,10,2.564102564102564
3,5,k-NN,20,1.008403361344536
