actual_components,mean_explained_variance_pct,sd_explained_variance_pct,min_explained_variance_pct,max_explained_variance_pct,n_fits
10,60.11171065439395,0.3391152195304317,59.341234643305555,60.77684659233448,400
20,71.00699418018847,0.3052630151531766,70.35016044050607,71.66237382768816,400
40,81.21215080007006,0.2252041860126848,80.62805113245798,81.70936229552616,400
80,90.51683212691378,0.12666270098758295,90.13057624363266,90.76278811979665,400
150,97.7076024286231,0.04100090897333484,97.61416344726115,97.81905619934062,400
