seed,subject,requested_components,actual_components,explained_variance,explained_variance_pct
2,36,20,20,0.7072318380430528,70.72318380430528
2,36,40,40,0.8109841145034496,81.09841145034497
2,36,80,80,0.9049406900762984,90.49406900762985
2,36,150,150,0.9770816292395874,97.70816292395874
2,37,10,10,0.5963993060242438,59.639930602424386
2,37,20,20,0.706646925413845,70.6646925413845
2,37,40,40,0.8107080002320576,81.07080002320576
2,37,80,80,0.9047774448115964,90.47774448115963
2,37,150,150,0.9770454509131008,97.70454509131008
2,38,10,10,0.5975644587525314,59.75644587525314
2,38,20,20,0.7068127348769035,70.68127348769036
2,38,40,40,0.8108162956446985,81.08162956446985
2,38,80,80,0.9051504908841222,90.51504908841223
2,38,150,150,0.9771716066614989,97.7171606661499
2,39,10,10,0.5971935968983025,59.719359689830256
2,39,20,20,0.7061620397090781,70.6162039709078
2,39,40,40,0.8103704996229758,81.03704996229759
2,39,80,80,0.904776658785482,90.4776658785482
2,39,150,150,0.9769479937255834,97.69479937255834
2,40,10,10,0.5964946299648806,59.649462996488055
2,40,20,20,0.705385610430697,70.5385610430697
2,40,40,40,0.8099268311528821,80.99268311528822
2,40,80,80,0.9044710957772155,90.44710957772155
2,40,150,150,0.9768995786140096,97.68995786140096
3,1,10,10,0.60092011207483,60.092011207483
3,1,20,20,0.7104469745570494,71.04469745570495
3,1,40,40,0.8127006679682721,81.27006679682721
3,1,80,80,0.904985473228953,90.49854732289529
3,1,150,150,0.9772299248235105,97.72299248235105
3,2,10,10,0.6008231466516362,60.082314665163615
3,2,20,20,0.7103356598905703,71.03356598905704
3,2,40,40,0.812403620645344,81.2403620645344
3,2,80,80,0.9045158082299087,90.45158082299088
3,2,150,150,0.977035534269948,97.7035534269948
3,3,10,10,0.6002762165634464,60.02762165634464
3,3,20,20,0.7098598702735308,70.98598702735308
3,3,40,40,0.8119611423216886,81.19611423216885
3,3,80,80,0.9041841222362541,90.41841222362541
3,3,150,150,0.9771196409310887,97.71196409310888
3,4,10,10,0.5998819908221369,59.98819908221369
3,4,20,20,0.709302328035597,70.9302328035597
3,4,40,40,0.8106100722441424,81.06100722441424
3,4,80,80,0.9035625783339494,90.35625783339493
3,4,150,150,0.9767451102824267,97.67451102824268
3,5,10,10,0.600225002667593,60.0225002667593
3,5,20,20,0.7088741020362366,70.88741020362366
3,5,40,40,0.8112278033712068,81.12278033712069
3,5,80,80,0.9041343041364256,90.41343041364256
3,5,150,150,0.9769765224477429,97.69765224477429
3,6,10,10,0.5978408399842405,59.78408399842405
3,6,20,20,0.7077291211374024,70.77291211374023
3,6,40,40,0.8107251217456579,81.07251217456579
3,6,80,80,0.9038208008034161,90.38208008034161
3,6,150,150,0.9769530010298921,97.69530010298921
3,7,10,10,0.5971323053416936,59.71323053416936
3,7,20,20,0.7071022471093075,70.71022471093075
3,7,40,40,0.8099509455471459,80.99509455471458
3,7,80,80,0.9033810264299955,90.33810264299956
3,7,150,150,0.9768501196888404,97.68501196888404
3,8,10,10,0.5971323053416937,59.71323053416937
3,8,20,20,0.7071022471093076,70.71022471093076
3,8,40,40,0.8099509455471459,80.99509455471458
3,8,80,80,0.9033810264299955,90.33810264299956
3,8,150,150,0.9768501196888402,97.68501196888401
3,9,10,10,0.5967580738580057,59.675807385800574
3,9,20,20,0.706688698463801,70.6688698463801
3,9,40,40,0.8093068191809109,80.93068191809108
3,9,80,80,0.9030343310316506,90.30343310316506
3,9,150,150,0.9766634581875853,97.66634581875853
3,10,10,10,0.5974736646021284,59.74736646021284
3,10,20,20,0.7066389247079864,70.66389247079864
3,10,40,40,0.8091906564976113,80.91906564976114
3,10,80,80,0.9029148409975902,90.29148409975902
3,10,150,150,0.9765703200639541,97.65703200639541
3,11,10,10,0.5966591552759914,59.66591552759915
3,11,20,20,0.7060870627133327,70.60870627133326
3,11,40,40,0.8083913384847887,80.83913384847887
3,11,80,80,0.902574812278105,90.2574812278105
3,11,150,150,0.9765558383480535,97.65558383480536
3,12,10,10,0.5971653086986899,59.71653086986899
3,12,20,20,0.7062434736785708,70.62434736785707
3,12,40,40,0.8085710927938743,80.85710927938743
3,12,80,80,0.9027929400676555,90.27929400676555
3,12,150,150,0.9765127979736592,97.65127979736592
3,13,10,10,0.5962642745395634,59.626427453956346
3,13,20,20,0.705794745353165,70.5794745353165
3,13,40,40,0.808381642344487,80.8381642344487
3,13,80,80,0.9026826999690843,90.26826999690843
